timestamp,epoch,phase,loss,acc,f1,lr,lam,time_sec,model,pretrained
2025-09-15T20:59:31,43,valid,0.703377,0.953684,0.941018,,,106,convnext_tiny,1
2025-09-15T21:01:16,44,train,0.562369,0.998816,,0.0001437021846322475,,105,convnext_tiny,1
2025-09-15T21:01:16,44,valid,0.676397,0.966316,0.959422,,,105,convnext_tiny,1
2025-09-15T21:03:01,45,train,0.563672,0.998106,,0.00010009299648445522,,104,convnext_tiny,1
2025-09-15T21:03:01,45,valid,0.667763,0.964211,0.956865,,,104,convnext_tiny,1
2025-09-15T21:04:46,46,train,0.564761,0.998106,,6.412964771182636e-05,,105,convnext_tiny,1
2025-09-15T21:04:46,46,valid,0.662719,0.966316,0.960963,,,105,convnext_tiny,1
2025-09-15T21:06:32,47,train,0.563308,0.998106,,3.6008557654289965e-05,,105,convnext_tiny,1
2025-09-15T21:06:32,47,valid,0.659399,0.966316,0.960963,,,105,convnext_tiny,1
2025-09-15T21:08:17,48,train,0.561515,0.998816,,1.5883313954145295e-05,,105,convnext_tiny,1
2025-09-15T21:08:17,48,valid,0.665474,0.966316,0.960963,,,105,convnext_tiny,1
2025-09-15T21:10:02,49,train,0.560325,0.999053,,3.863833713619898e-06,,104,convnext_tiny,1
2025-09-15T21:10:02,49,valid,0.667253,0.964211,0.958343,,,104,convnext_tiny,1
2025-09-15T21:11:47,50,train,0.563544,0.998343,,1.5763165773898107e-08,,105,convnext_tiny,1
2025-09-15T21:11:47,50,valid,0.666771,0.964211,0.958343,,,105,convnext_tiny,1
